Unboxed Coworking,CITY,ADDRESS,POC,STATE,AREA,DAY PASS,CATEGORY AS PER PRICING,STATUS,AMENITIES,FLEXI DESK _MONTHLY,DD_MONTHLY,PC_MONTHLY,CATEGORY AS PER SAP,ALT NAME,avg_rating,review_count,seats_available,Offering
TRIOS coworking-Indialand Global Tech Park,pune,"1st floor, IndiaLand, Hinjawadi Phase 1, behind Grand Highstreet, Pune",Nimisha ,Maharashtra,hinjawadi,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,9000,8750,platinum,TRIOS coworking-Indialand Global Tech Park,4.9,392,44,"Dedicated Desk, Private Cabin"
Awfis-Vista Pixel,bengaluru,"4th Floor, Vista Pixel, 8/2B and 8/2C, Jakkuru Layout Jakkuru Bengaluru 560092",Rahul,Karnataka,jakkuru layout,349,silver,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,9000,11000,gold,Awfis-Vista Pixel,3.8,328,92,"Day Pass, Dedicated Desk, Private Cabin"
Awfis-Centre Point,chennai,"Centre Point (6th,7th & 8th) Floor No.2/4 Mount Pollamallee High Road, Manapakkam, Porur Chennai 600089",Abhishek,Tamil Nadu,manapakkam,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,9000,10500,gold,Awfis-Centre Point,4.5,182,88,"Dedicated Desk, Private Cabin"
Awfis-Odisha Technology Centre 2,bhubaneshwar,"Tower C, 1st-6th Floor, Plot No.99, Khata No.300, Bhoi Nagar, Acharya Vihar Square, PO Unit No.9, Khurda, Bhoi Nagar Bhubaneswar 751022",Sweety,Odisha,bhoi nagar,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,9000,0,gold,Awfis-Odisha Technology Centre 2,4.8,466,80,Dedicated Desk
Insspire coworking,pune,"10th floor, One west, balewadi, Pune",Girija,Maharashtra,balewadi,700,platinum,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",8000,9000,0,platinum,Insspire coworking,4.6,125,72,"Day Pass, Flexi Desk, Dedicated Desk"
CoKarma,hyderabad,"4th floor, Durga Towers Opp: Metro Pillar number C1315 Begumpet Road, Begumpet Telangana 500016",Tarun,Telangana,begumpet,500,gold,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,9000,0,gold,CoKarma,3.6,114,97,"Day Pass, Dedicated Desk"
CoKarma,hyderabad,"1st floor, Mahaveer Radiance Opp: Metro Pillar number 1708 Madhapur, Telangana 500081",Tarun,Telangana,madhapur,500,gold,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,9000,0,gold,CoKarma,3.9,370,22,"Day Pass, Dedicated Desk"
My Soho ,chandigarh,"SCO 56 & 57, next to GPO, Bridge Market, 17D, Sector 17, Chandigarh, 160017",Debu Ghorai,Chandigarh (UT),sector 17,1000,platinum+,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",9000,9000,0,platinum,My Soho ,4.1,465,79,"Day Pass, Flexi Desk, Dedicated Desk"
Bootstart-Pride Icon,pune,"201,202, Pride Icon, 2nd Floor, Mundhwa Road, Kharadi, Pune, Maharashtra – 411014",Aniket Matthamwar,Maharashtra,kharadi,499,gold,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",8000,9000,0,gold,Bootstart-Pride Icon,4.1,81,97,"Day Pass, Flexi Desk, Dedicated Desk"
Bootstart-Arcadian,pune,"1st Floor, Arcadian Building, Plot No. 12, North Main Road, Nr. Pinnacle Building, Koregaon Park, Pune",Sukant Mundle,Maharashtra,koregaon park,499,gold,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",8000,9000,0,gold,Bootstart-Arcadian,3.8,81,7,"Day Pass, Flexi Desk, Dedicated Desk"
Bootstart-Varsha Park,pune,"A13, Varsha Park Baner Road, Gaon, near Bhairavee Restaurant, Baner, Pune, Maharashtra 411045",Vinay Supekar,Maharashtra,varsha park society,499,gold,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",8000,9000,0,gold,Bootstart-Varsha Park,4.2,66,82,"Day Pass, Flexi Desk, Dedicated Desk"
Bootstart-VCC Vantage 9,pune,"Floor 7th and 8th, VCC, Vantage 9, Pashan Hwy Side Rd, beside Renault, Baner, Pune, Maharashtra 411045",Ayush Rajput,Maharashtra,baner,499,gold,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",8000,9000,0,platinum,Bootstart-VCC Vantage 9,4.3,417,72,"Day Pass, Flexi Desk, Dedicated Desk"
Capsule.Works-Manandi Plaza,bengaluru,"St Mark's Rd, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560001",Bupindar S Nayar,Karnataka,ashok nagar,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,9000,0,gold,Capsule.Works-Manandi Plaza,4.0,371,80,Dedicated Desk
Akasa Coworking-PS Srijan Corporate Park,kolkata,"PS Srijan Corporate Park ,GP Block,Tower, No-1, 11th Floor, Unit No 1102,Salk Lake Sector-V",Sailesh,West Bengal,sector v,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,9000,10000,gold,Akasa Coworking-PS Srijan Corporate Park,4.2,295,50,"Dedicated Desk, Private Cabin"
Akasa Coworking,bengaluru,"No. 72, Forum Neighborhood Mall Brightfield, 12, Nallurahalli Main Rd, near Palm Meadows, Siddapura, Whitefield",Sailesh,Karnataka,whitefield,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,9000,10000,gold,Akasa Coworking,4.0,106,50,"Dedicated Desk, Private Cabin"
Ideas to Impacts Hub,pune,"Lane, 3, near VIJAY SALES - BANER, Pallod Farms, Baner, Pune, Maharashtra 411045",Nomit,Maharashtra,baner,700,platinum,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",9000,9000,9500,platinum,Ideas to Impacts Hub,3.9,430,82,"Day Pass, Flexi Desk, Dedicated Desk, Private Cabin"
Ideas to Impacts Hub,pune,"1st Floor, PRIMUS HQ, S.No 34/3, Plot No 4,5,6, Rohan Seher Ln, Pan Card Club Rd, near Mukute Garden, Samarth Colony, Baner, Pune, Maharashtra 411045, India",Nomit Bhatnagar,Maharashtra,baner,700,platinum,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",9000,9000,9500,platinum,Ideas to Impacts Hub,4.6,40,66,"Day Pass, Flexi Desk, Dedicated Desk, Private Cabin"
Ideas to Impacts Hub,pune,"7th Floor, Survey No. 153/1A Off-Service Road,Mumbai, Expressway, behind TipTop Intl Hotel, Wakad, Pune, Maharashtra 411057",Nomit,Maharashtra,wakad,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",9000,9000,9500,platinum,Ideas to Impacts Hub,4.0,176,40,"Flexi Desk, Dedicated Desk, Private Cabin"
iSprout,bengaluru,"DivyaSree NR Enclave, 1st Main Rd, KIADB Export Promotion Industrial Area, Whitefield",Vibhuti Jain,Karnataka,whitefield,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,9000,0,gold,isprout,4.5,472,41,Dedicated Desk
Skootr,delhi nct,"4th floor, No. 26, KG Marg, Connaught Place, New Delhi, Delhi 110006, India",Eugene Srikanth,Delhi (NCT),connaught place,0,standard,not live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,0,0,platinum,Skootr,4.7,355,32,No Offering
Incubex Umiya,bengaluru,"Umiya, Embassy Tech Square Main Rd, Kaverappa Layout, Kadubeesanahalli, Kadabeesanahalli, Bengaluru, Karnataka 560103",Arjun GR,Karnataka,kadabeesanahalli,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,9000,0,gold,Incubex Umiya,4.1,101,98,Dedicated Desk
CoKarma Coworking,hyderabad,"Gandipet Main Rd, next to EIPL Apila, Kokapet, Gandipet, Hyderabad, Telangana 500075",Tarun,Telangana,narsingi,500,gold,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,9000,0,gold,CoKarma Coworking,4.1,394,35,"Day Pass, Dedicated Desk"
Pulsebay,pondicherry,"392 Vazhudavur Main Road, Shanmugapuram, Puducherry 605009",Priya,Puducherry (UT),sathya nagar east,0,standard,not live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,0,0,gold,Pulsebay,4.8,235,97,No Offering
CoKarma Coworking,hyderabad,"3rd Floor, Myscape Weave, Myscape Rd, Financial District, Nanakramguda, Hyderabad, Telangana 500032",Tarun,Telangana,financial district,500,gold,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,9000,0,gold,CoKarma Coworking,4.5,190,7,"Day Pass, Dedicated Desk"
CoKarma Coworking,hyderabad,"Veer Chambers - 4th Floor, Door No: 1/10/63/1/1, Opposite Shoppers Stop, Chikoti Gardens, Begumpet, Hyderabad, Telangana 500016 ",Tarun,Telangana,begumpet,500,gold,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,9000,0,gold,CoKarma Coworking,4.0,35,9,"Day Pass, Dedicated Desk"
Plus Office,gurgaon,"plot no 65, Sector 44, Gurugram, Haryana 122003",Simran,Haryana,sector 44,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,9000,11000,gold,Plus Office,4.4,431,35,"Dedicated Desk, Private Cabin"
Workshaala Horizon,kolkata,"Workshaala Horizon Candor TechSpace, Newtown, Kolkata",Manali Sahu,West Bengal,newtown,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,9000,0,gold,Workshaala Horizon,4.7,49,62,Dedicated Desk
Kontor Space,navi mumbai,"1319, Rupa Solitaire, Building, A1, 13th Floor, MILLENNIUM BUSINESS PARK, Millenium Business Park, Sector 2, Mahape, Navi Mumbai, Maharashtra 400710, India",Shweta Maurya,Maharashtra,mahape,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,9000,0,platinum+,Kontor Space,4.3,478,60,Dedicated Desk
Bootstart,nagpur,"12th Floor, Lokmat Bhavan, Lokmat Square, Ramdaspeth, Nagpur, Maharashtra 440012, India",Ayush Rajput,Maharashtra,ramdaspeth,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,9000,0,gold,Bootstart,4.9,103,91,Dedicated Desk
Opulence,vadodara," 73, 10th Floor, East Avenue, Sarabhai Campus, 1A - Wing, Genda Cir, nr. Bhailal Amin Marg, Subhanpura, Vadodara, Gujarat 390007, India",Saloni,Gujarat,subhanpura,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,9000,0,gold,Opulence - East Avenue,4.3,223,78,Dedicated Desk
The Headquarters ,hyderabad,"6th, 10th & 19th Floors, Sy No, Plot No 30/C, Knowledge City Rd, Silpa Gram Craft Village, Serilingampalle (M), Hyderabad, Telangana 500019, India",Gopi Krishna ,Telangana,silpa gram craft village,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,9000,0,gold,The Headquarters ,4.5,301,100,Dedicated Desk
WorkWild,hyderabad,"6th Floor ,Survey No.4,5.6, 1/E, NAVAYUGA VIZVA, Rajiv gandhi Nagar, Gachibowli, Hyderabad, Telangana 500032, India",Vandana,Telangana,gachibowli,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,9000,8500,gold,WorkWild : Managed Office Space | Business Centre | Shared office space,4.7,452,46,"Dedicated Desk, Private Cabin"
91Springboard,gurgaon,"90B, Delhi - Jaipur Expy, Udyog Vihar, Sector 18, Gurugram, Haryana 122008",Sahil Nijhawan,Haryana,udyog vihar,500,gold,live,"[""Parking"",""Wifi"",""Easy Accessibility"",""Stationary"",""Power Socket"",""Printer/Scanner"",""Locker/Storage"",""Tea/Coffee"",""24*7 Access"",""Meeting Room"",""Common Area"",""Reception"",""F&B Cafe"",""Power Backup"",""Gaming Room"",""Food""]",0,9200,11050,gold,91Springboard,4.0,458,47,"Day Pass, Dedicated Desk, Private Cabin"
UrbanWrk,mumbai,"504, Tower A, Peninsula Corporate Park, Senapati Bapat Marg, Lower Parel West, Lower Parel, Mumbai, Maharashtra 400013",Aryan,Maharashtra,lower parel,0,standard,not live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,0,0,platinum,UrbanWrk,4.3,439,73,No Offering
91Springboard,hyderabad,"F948+W7, Laxmi Cyber City, Whitefields, Hyderabad, Telangana 500081",Deepak Sreevatsan,Telangana,whitefields,600,platinum,live,"[""Parking"",""Wifi"",""Easy Accessibility"",""Stationary"",""Power Socket"",""Printer/Scanner"",""Locker/Storage"",""Tea/Coffee"",""24*7 Access"",""Meeting Room"",""Common Area"",""Reception"",""Services(Courier Service/Meeting Room/Admin/HR/IT)"",""Power Backup"",""Gaming Room"",""Food""]",0,9200,10900,platinum,91Springboard,3.8,199,24,"Day Pass, Dedicated Desk, Private Cabin"
91Springboard,pune,"Sky Loft, Creaticity Mall, Off, Airport Rd, opposite Golf Course, Shastrinagar, Yerawada, Pune, Maharashtra 411006",Prabal Bhumkar,Maharashtra,yerawada,1100,platinum+,live,"[""Parking"",""Wifi"",""Easy Accessibility"",""Stationary"",""Power Socket"",""Printer/Scanner"",""Locker/Storage"",""Tea/Coffee"",""24*7 Access"",""Meeting Room"",""Common Area"",""Reception"",""F&B Cafe"",""Services(Courier Service/Meeting Room/Admin/HR/IT)"",""Power Backup"",""Gaming Room"",""Food""]",0,9200,10900,platinum,91Springboard,4.9,320,19,"Day Pass, Dedicated Desk, Private Cabin"
91springboard,bengaluru," 512/10, Outer Ring Rd, Laxmi Sagar Layout, Mahadevapura, Bengaluru, Karnataka 560048, India",Sankhadip Chakraborty,Karnataka,mahadevapura,600,platinum,live,"[""Parking"",""Wifi"",""Easy Accessibility"",""Stationary"",""Power Socket"",""Printer/Scanner"",""Locker/Storage"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""F&B Cafe"",""Power Backup"",""Food"",""Gaming Room""]",0,9400,11100,platinum,91springboard,3.8,80,99,"Day Pass, Dedicated Desk, Private Cabin"
AUM Co Wokring,delhi nct,"G 10 South Extension - I Market, New Delhi, Delhi 110049, India",Rajiv Tandon,Delhi (NCT),block a,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",8599,9499,14899,silver,AUM Co Wokring,4.9,399,47,"Flexi Desk, Dedicated Desk, Private Cabin"
Trend Works,bengaluru,"26-27,Raheja Towers Craig park layout, mg road, ashok nagar bangalore -560001",Puneet ,Karnataka,ashok nagar,0,standard,not live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,0,0,gold,Trend Works,4.0,113,96,No Offering
Innov8 Millenia,chennai,"Campus-1a, MGR Main Rd, Thiruvengadam Nagar, Perungudi, Chennai, Tamil Nadu 600096",Ramesh Devendran	,Tamil Nadu,perungudi,300,silver,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",9499,9499,10499,gold,innov8,3.5,120,21,"Day Pass, Flexi Desk, Dedicated Desk, Private Cabin"
Enzyme,bengaluru,"150, 7th Cross Rd, Agara Village, 1st Sector, HSR Layout,",Debasish Mahapatra,Karnataka,hsr layout,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,9499,0,gold,Enzyme,4.7,376,10,Dedicated Desk
Enzyme Opal,bengaluru,"L 152, CK PLaza, 14th Cross, 5th Main Rd, Sector 6, HSR Layout, Bengaluru, Karnataka 560102",Shweta,Karnataka,hsr layout,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,9499,0,gold,Enzyme Opal,4.4,13,79,Dedicated Desk
Enzyme Octane,bengaluru,"3rd Floor, 27th Main, 480/B, 18th Cross Road, HSR Layout, Bengaluru, Karnataka 560102",Shweta,Karnataka,hsr layout,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,9499,0,gold,Enzyme Octane,5.0,226,82,Dedicated Desk
Enzyme Alpha,bengaluru,"1113, 18th Cross Rd, 7TH Sector, HSR Layout, Bengaluru, Karnataka 560102",Shweta,Karnataka,hsr layout,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,9499,0,gold,Enzyme Alpha,3.5,402,75,Dedicated Desk
Enzyme Diamond,bengaluru,"150/2, Agara Village, Sector 4, HSR Layout, Bengaluru, Karnataka 560102",Shweta,Karnataka,hsr layout,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,9499,0,gold,Enzyme Diamond,4.5,289,54,Dedicated Desk
Enzyme Punjagutta1,hyderabad,"3rd and 4th Floor, Plot No 5 & 6, Nagarjuna Hills, Punjagutta, Hyderabad, Telangana 500082",Shweta,Telangana,nagarjuna hills,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,9499,0,gold,Enzyme Punjagutta1,3.6,297,24,Dedicated Desk
Enzyme HSR 12,bengaluru,"No 1604 2nd Floor , 25th Main, 22nd Cross Rd, near Park, Sector 2, HSR Layout, Bengaluru, Karnataka 560102",Shweta,Karnataka,hsr layout,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,9499,0,gold,Enzyme HSR 12,4.8,200,50,Dedicated Desk
Enzyme HSR 5,bengaluru,"1501, 19th Main Rd, 1st Sector, HSR Layout, Bengaluru, Karnataka 560102",Shweta,Karnataka,hsr layout,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,9499,0,gold,Enzyme HSR 5,4.4,102,38,Dedicated Desk
Enzyme ParkView,bengaluru,"No 1604 2nd Floor, 25th Main, 22nd Cross Rd, near Park, Sector 2, HSR Layout, Bengaluru, Karnataka 560102",Shweta,Karnataka,hsr layout,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,9499,0,gold,Enzyme ParkView,4.7,368,29,Dedicated Desk
Enzyme HSR 3,bengaluru,"1655, 27th Main Rd, opp. Nift College, Parangi Palaya, 1st Sector, HSR Layout, Bengaluru, Karnataka 560102",Shweta,Karnataka,hsr layout,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,9499,0,gold,Enzyme HSR 3,4.5,10,22,Dedicated Desk
Enzyme HSR 11,bengaluru,"1614/1615, Enzyme 7th cross, 19th Main Rd, 1st Sector, HSR Layout, Bengaluru, Karnataka 560102",Shweta,Karnataka,hsr layout,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,9499,0,gold,Enzyme HSR 11,4.0,423,86,Dedicated Desk
Evoma,bengaluru,"Plot No.148, Prestige Featherlite Tech Park,  EPIP Zone Whitefield, Bengaluru, Karnataka 560066",Sneha ,Karnataka,whitefield,945,platinum+,live,"[""Wifi"",""Power Socket"",""Locker/Storage"",""Tea/Coffee"",""Common Area"",""Reception"",""Power Backup""]",0,9500,9500,platinum+,Evoma,3.5,307,93,"Day Pass, Dedicated Desk, Private Cabin"
CO - OFFIZ,delhi nct,"8TH FLOOR, HB TWIN TOWER, Netaji Subhash Place, Pitampura, Delhi, 110034, India",Aastha Gosain,Delhi (NCT),pitampura,500,gold,live,"[""Wifi"",""Easy Accessibility"",""Stationary"",""Power Socket"",""Printer/Scanner"",""Smoking Room"",""Locker/Storage"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",8500,9500,17000,gold,Co Offiz,3.9,87,43,"Day Pass, Flexi Desk, Dedicated Desk, Private Cabin"
